,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
5127,Nakhimovskii prospekt,60000,3,walk,developer,50,9,3.0,12.0,2,45.0,31.0,8.0,0.6888888888888889,0.044444444444444446,0.25
5128,Baumanskaia,55000,12,walk,developer,50,5,9.0,12.0,1,35.0,19.0,8.0,0.5428571428571428,0.02857142857142857,0.75
5129,Dmitrovskaia,85000,11,walk,developer,100,37,8.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8888888888888888
5130,Rimskaia,65000,12,walk,developer,50,28,13.0,14.0,1,43.0,21.0,10.0,0.4883720930232558,0.023255813953488372,0.9285714285714286
5131,Fonvizinskaia,70000,1,walk,developer,50,24,8.0,25.0,2,75.0,35.0,10.0,0.4666666666666667,0.02666666666666667,0.32
5132,Oktiabrskoe pole,50000,4,walk,developer,0,7,2.0,9.0,2,47.0,30.0,5.0,0.6382978723404256,0.0425531914893617,0.2222222222222222
5133,Ulitca Skobelevskaia,45000,17,walk,developer,50,26,8.0,23.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.34782608695652173
5134,Bibirevo,50000,11,walk,developer,50,19,2.0,12.0,1,39.0,20.0,9.0,0.5128205128205128,0.02564102564102564,0.16666666666666666
5135,Lefortovo,45000,15,walk,developer,50,5,3.0,12.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.25
5136,Bulvar Rokossovskogo,50000,7,walk,developer,50,18,21.0,31.0,1,35.0,19.0,9.0,0.5428571428571428,0.02857142857142857,0.6774193548387096
5137,Krylatskoe,47500,7,walk,developer,70,11,2.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.11764705882352941
5138,Krestianskaia zastava,58000,12,walk,developer,50,31,4.0,9.0,2,50.0,33.0,7.0,0.66,0.04,0.4444444444444444
5139,Salarevo,65000,17,walk,developer,50,2,2.0,25.0,2,66.0,36.0,10.0,0.5454545454545454,0.030303030303030304,0.08
5140,Kolomenskaia,45000,19,walk,developer,50,6,12.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
5141,Timiriazevskaia,37000,13,walk,developer,70,30,2.0,5.0,1,31.0,19.0,6.0,0.6129032258064516,0.03225806451612903,0.4
5142,No data,60000,0,walk,developer,50,12,2.0,5.0,2,48.0,33.0,7.0,0.6875,0.041666666666666664,0.4
5143,Rasskazovka,29500,18,transport,agency,100,8,5.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.29411764705882354
5144,No data,42000,0,transport,developer,50,5,6.0,17.0,1,44.0,21.0,10.0,0.4772727272727273,0.022727272727272728,0.35294117647058826
5145,Kommunarka,85000,13,transport,developer,50,69,12.0,16.0,2,96.0,50.0,18.0,0.5208333333333334,0.020833333333333332,0.75
5146,Akademicheskaia,40000,8,walk,developer,80,24,3.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.25
5147,Bagrationovskaia,60000,4,walk,developer,50,14,3.0,5.0,3,58.0,43.0,6.0,0.7413793103448276,0.05172413793103448,0.6
5148,No data,60000,0,walk,developer,0,20,7.0,17.0,2,58.0,32.0,12.0,0.5517241379310345,0.034482758620689655,0.4117647058823529
5149,Annino,55000,12,walk,developer,0,30,10.0,25.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4
5150,Davydkovo,50000,17,transport,developer,50,14,9.0,12.0,2,43.0,31.0,8.0,0.7209302325581395,0.046511627906976744,0.75
5151,Buninskaia Alleia,29000,17,transport,developer,50,42,3.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3333333333333333
5152,Bibirevo,38000,12,transport,developer,50,26,4.0,12.0,2,53.0,32.0,8.0,0.6037735849056604,0.03773584905660377,0.3333333333333333
5153,Iugo-Zapadnaia,48000,14,walk,developer,60,17,2.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.11764705882352941
5154,No data,110000,0,walk,developer,50,11,11.0,14.0,3,84.0,56.0,10.0,0.6666666666666666,0.03571428571428571,0.7857142857142857
5155,Baumanskaia,90000,15,walk,owner,0,18,8.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
5156,Novoperedelkino,45000,21,walk,developer,50,38,11.0,22.0,1,42.0,21.0,10.0,0.5,0.023809523809523808,0.5
5157,Salarevo,55000,9,transport,owner,0,5,2.0,16.0,3,58.0,35.0,9.0,0.603448275862069,0.05172413793103448,0.125
5158,Kozhukhovskaia,53000,9,walk,developer,50,5,2.0,5.0,1,38.0,20.0,8.0,0.5263157894736842,0.02631578947368421,0.4
5159,Novogireevo,35000,17,transport,developer,50,15,1.0,12.0,1,40.0,20.0,9.0,0.5,0.025,0.08333333333333333
5160,Skhodnenskaia,70000,7,walk,developer,50,4,4.0,9.0,3,60.0,47.0,7.0,0.7833333333333333,0.05,0.4444444444444444
5161,Ulitca Skobelevskaia,43000,3,walk,developer,50,3,15.0,24.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.625
5162,Volzhskaia,35000,13,walk,developer,50,8,5.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
5163,Novokosino,45000,15,walk,developer,50,36,6.0,14.0,1,41.0,21.0,9.0,0.5121951219512195,0.024390243902439025,0.42857142857142855
5164,Volokolamskaia,40000,10,walk,developer,50,40,14.0,17.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.8235294117647058
5165,Novoperedelkino,44000,10,walk,agency,0,18,6.0,14.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.42857142857142855
5166,Novogireevo,45000,21,walk,developer,50,36,6.0,9.0,1,33.0,18.0,7.0,0.5454545454545454,0.030303030303030304,0.6666666666666666
5167,Park kultury,400000,8,walk,developer,0,177,2.0,5.0,4,170.0,100.0,11.0,0.5882352941176471,0.023529411764705882,0.4
5168,Tverskaia,95000,9,walk,developer,0,6,1.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2
5169,Tcaritcyno,52000,15,transport,developer,50,14,7.0,11.0,1,43.0,21.0,11.0,0.4883720930232558,0.023255813953488372,0.6363636363636364
5170,Babushkinskaia,35000,4,walk,developer,57,10,5.0,9.0,1,34.0,20.0,8.0,0.5882352941176471,0.029411764705882353,0.5555555555555556
5171,Profsoiuznaia,63000,2,walk,developer,50,14,3.0,8.0,2,43.0,30.0,7.0,0.6976744186046512,0.046511627906976744,0.375
5172,Altufevo,46000,8,walk,agency,70,2,7.0,12.0,2,52.0,34.0,8.0,0.6538461538461539,0.038461538461538464,0.5833333333333334
5173,VDNKh,48000,4,transport,agency,70,1,8.0,17.0,1,40.0,18.0,12.0,0.45,0.025,0.47058823529411764
5174,Aviamotornaia,42000,19,walk,agency,70,1,9.0,10.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.9
5175,Kuzminki,35000,13,walk,agency,70,1,5.0,5.0,2,47.0,30.0,6.0,0.6382978723404256,0.0425531914893617,1.0
5176,Park Pobedy,70000,4,walk,agency,70,1,10.0,12.0,2,55.0,37.0,10.0,0.6727272727272727,0.03636363636363636,0.8333333333333334
5177,Buninskaia Alleia,25000,7,transport,agency,70,4,3.0,9.0,1,40.0,18.0,9.0,0.45,0.025,0.3333333333333333
5178,Fili,50000,3,walk,agency,80,4,6.0,7.0,1,30.0,18.0,9.0,0.6,0.03333333333333333,0.8571428571428571
5179,Ulitca 800-letiia Moskvy,50000,8,transport,agency,70,6,17.0,17.0,2,54.0,31.0,9.0,0.5740740740740741,0.037037037037037035,1.0
5180,Teplyi Stan,65000,2,transport,agency,70,2,8.0,16.0,1,39.0,19.0,8.0,0.48717948717948717,0.02564102564102564,0.5
5181,Bulvar Rokossovskogo,50000,18,walk,agency,70,1,3.0,9.0,1,33.0,19.0,6.0,0.5757575757575758,0.030303030303030304,0.3333333333333333
5182,Mezhdunarodnaia,270000,4,walk,agency,70,1,12.0,13.0,2,88.0,45.0,20.0,0.5113636363636364,0.022727272727272728,0.9230769230769231
5183,Iugo-Zapadnaia,70000,4,walk,agency,70,12,14.0,22.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6363636363636364
5184,Novogireevo,43000,10,walk,agency,70,6,8.0,12.0,2,40.0,23.0,8.0,0.575,0.05,0.6666666666666666
5185,Pervomaiskaia,35000,13,transport,agency,70,15,3.0,5.0,2,44.0,30.0,6.0,0.6818181818181818,0.045454545454545456,0.6
5186,Oktiabrskoe pole,45000,21,walk,agency,70,20,20.0,25.0,1,50.0,20.0,10.0,0.4,0.02,0.8
5187,Iugo-Vostochnaia,40000,16,walk,agency,70,21,18.0,25.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.72
5188,Kuzminki,30000,10,walk,agency,70,1,1.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2
5189,Tekstilshchiki,55000,18,walk,agency,70,13,12.0,14.0,2,50.0,30.0,9.0,0.6,0.04,0.8571428571428571
5190,Frunzenskaia,210000,11,walk,agency,70,14,10.0,10.0,4,195.0,128.0,25.0,0.6564102564102564,0.020512820512820513,1.0
5191,Bulvar Rokossovskogo,60000,16,walk,agency,70,10,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
5192,Ulitca 1905 goda,180000,14,walk,agency,70,5,42.0,44.0,2,50.0,38.0,10.0,0.76,0.04,0.9545454545454546
5193,Strogino,40000,12,walk,agency,70,14,2.0,12.0,1,38.0,20.0,9.0,0.5263157894736842,0.02631578947368421,0.16666666666666666
5194,Nekrasovka,55000,8,walk,agency,70,16,14.0,17.0,2,56.0,32.0,9.0,0.5714285714285714,0.03571428571428571,0.8235294117647058
5195,Alma-Atinskaia,40000,14,walk,agency,70,24,10.0,14.0,1,39.0,18.0,9.0,0.46153846153846156,0.02564102564102564,0.7142857142857143
5196,Nekrasovka,40000,16,walk,agency,70,23,10.0,17.0,1,45.0,20.0,14.0,0.4444444444444444,0.022222222222222223,0.5882352941176471
5197,No data,95000,0,walk,owner,0,13,7.0,14.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5
5198,Orekhovo,47000,11,transport,agency,70,14,3.0,22.0,1,38.0,18.0,11.0,0.47368421052631576,0.02631578947368421,0.13636363636363635
5199,Belomorskaia,42000,17,transport,agency,70,5,2.0,16.0,1,34.0,20.0,13.0,0.5882352941176471,0.029411764705882353,0.125
5200,Medvedkovo,33000,3,walk,agency,70,18,3.0,16.0,1,38.0,18.0,10.0,0.47368421052631576,0.02631578947368421,0.1875
5201,Iugo-Vostochnaia,35000,8,walk,agency,100,14,1.0,14.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.07142857142857142
5202,Nekrasovka,42000,15,transport,agency,70,14,17.0,17.0,2,59.0,36.0,11.0,0.6101694915254238,0.03389830508474576,1.0
5203,Akademicheskaia,58308,5,walk,agency,0,44,2.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.125
5204,Kurskaia,70000,10,walk,developer,0,3,4.0,6.0,2,50.0,32.0,8.0,0.64,0.04,0.6666666666666666
5205,Nekrasovka,40000,6,walk,developer,50,28,2.0,17.0,1,41.0,20.0,10.0,0.4878048780487805,0.024390243902439025,0.11764705882352941
5206,Kievskaia,85000,7,walk,developer,0,19,8.0,9.0,2,50.0,31.0,6.0,0.62,0.04,0.8888888888888888
5207,No data,50000,0,walk,developer,50,20,21.0,24.0,2,54.0,33.0,9.0,0.6111111111111112,0.037037037037037035,0.875
5208,Bulvar Rokossovskogo,45000,17,walk,developer,50,22,4.0,9.0,1,35.0,19.0,7.0,0.5428571428571428,0.02857142857142857,0.4444444444444444
5209,Novoperedelkino,42000,14,walk,developer,50,3,13.0,14.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.9285714285714286
5210,Arbatskaia,150000,12,walk,developer,0,14,4.0,7.0,2,44.0,36.0,8.0,0.8181818181818182,0.045454545454545456,0.5714285714285714
5211,No data,29000,0,walk,developer,0,4,3.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6
5212,Belorusskaia,89000,5,walk,agency,0,6,5.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
5213,Dmitrovskaia,49000,7,walk,developer,50,3,2.0,5.0,2,46.0,32.0,6.0,0.6956521739130435,0.043478260869565216,0.4
5214,Sviblovo,38000,6,transport,developer,50,3,4.0,9.0,2,45.0,29.0,7.0,0.6444444444444445,0.044444444444444446,0.4444444444444444
5215,Baumanskaia,55000,8,walk,developer,50,56,1.0,4.0,1,23.0,18.0,4.0,0.782608695652174,0.043478260869565216,0.25
5216,Ulitca Akademika Iangelia,35000,10,walk,developer,100,26,5.0,12.0,1,35.0,18.0,9.0,0.5142857142857142,0.02857142857142857,0.4166666666666667
5217,Park Pobedy,65000,7,walk,owner,0,27,10.0,12.0,2,55.0,37.0,9.0,0.6727272727272727,0.03636363636363636,0.8333333333333334
5218,Ploshchad Ilicha,67000,9,walk,agency,0,8,11.0,13.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8461538461538461
5219,Park Pobedy,100000,11,walk,agency,30,47,3.0,9.0,3,68.0,45.0,9.0,0.6617647058823529,0.04411764705882353,0.3333333333333333
5220,Kropotkinskaia,850000,8,walk,agency,0,120,8.0,9.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.8888888888888888
5221,Krylatskoe,250000,19,walk,agency,0,139,5.0,20.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
5222,Maiakovskaia,250000,8,walk,agency,0,45,7.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
5223,Lomonosovskii prospekt,800000,18,walk,agency,0,61,38.0,38.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,1.0
5224,No data,370000,0,walk,agency,0,27,8.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,1.0
5225,Sokol,480000,13,walk,agency,0,133,15.0,50.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3
5226,Universitet,110000,4,walk,agency,0,3,7.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7777777777777778
5227,Pushkinskaia,1000000,6,walk,agency,0,2,2.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
5228,Smolenskaia,350000,7,walk,agency,0,51,4.0,7.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5714285714285714
5229,TcSKA,280000,17,walk,agency,0,20,5.0,24.0,4,140.0,90.0,19.0,0.6428571428571429,0.02857142857142857,0.20833333333333334
5230,No data,180000,0,walk,agency,0,35,18.0,30.0,3,125.0,90.0,18.0,0.72,0.024,0.6
5231,Chertanovskaia,40000,10,walk,developer,50,2,15.0,17.0,1,40.0,20.0,10.0,0.5,0.025,0.8823529411764706
5232,No data,68000,0,walk,developer,50,5,8.0,9.0,2,39.0,28.0,7.0,0.717948717948718,0.05128205128205128,0.8888888888888888
5233,No data,55000,0,walk,developer,50,19,14.0,16.0,2,59.0,37.0,10.0,0.6271186440677966,0.03389830508474576,0.875
5234,Shabolovskaia,45000,6,walk,developer,50,15,2.0,5.0,1,37.0,20.0,8.0,0.5405405405405406,0.02702702702702703,0.4
5235,Iugo-Zapadnaia,60000,17,walk,developer,50,35,5.0,16.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.3125
5236,No data,70000,0,transport,developer,50,17,8.0,8.0,2,46.0,32.0,7.0,0.6956521739130435,0.043478260869565216,1.0
5237,Alekseevskaia,70000,15,walk,developer,0,3,2.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.25
5238,Alekseevskaia,55000,11,walk,agency,0,4,10.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8333333333333334
5239,Begovaia,70000,14,walk,owner,0,4,2.0,10.0,2,55.0,40.0,8.0,0.7272727272727273,0.03636363636363636,0.2
5240,Rasskazovka,65000,7,transport,owner,0,48,3.0,17.0,3,83.0,55.0,10.0,0.6626506024096386,0.03614457831325301,0.17647058823529413
5241,Bulvar Rokossovskogo,62000,7,walk,agency,0,17,25.0,30.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8333333333333334
5242,Medvedkovo,55000,9,walk,developer,50,31,21.0,25.0,2,58.0,36.0,10.0,0.6206896551724138,0.034482758620689655,0.84
5243,Mitino,55000,8,walk,developer,50,28,2.0,17.0,2,63.0,37.0,10.0,0.5873015873015873,0.031746031746031744,0.11764705882352941
5244,Seligerskaia,43000,7,walk,developer,50,13,2.0,14.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.14285714285714285
5245,Rasskazovka,31000,19,transport,developer,90,8,4.0,4.0,1,32.0,18.0,7.0,0.5625,0.03125,1.0
5246,No data,47000,0,transport,developer,50,8,12.0,12.0,2,53.0,33.0,8.0,0.6226415094339622,0.03773584905660377,1.0
5247,Izmailovskaia,39000,3,walk,developer,50,3,4.0,5.0,2,34.0,17.0,6.0,0.5,0.058823529411764705,0.8
5248,Govorovo,52000,8,walk,developer,50,22,8.0,12.0,1,47.0,22.0,12.0,0.46808510638297873,0.02127659574468085,0.6666666666666666
5249,Pushkinskaia,99000,8,walk,agency,0,1,4.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
5250,Davydkovo,71000,14,walk,agency,0,1,4.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8
5251,Seligerskaia,45000,5,walk,developer,50,19,8.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.47058823529411764
5252,Kommunarka,63000,15,transport,agency,0,27,3.0,15.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2
5253,Narodnoe Opolchenie,67000,14,walk,developer,50,4,11.0,17.0,2,60.0,36.0,10.0,0.6,0.03333333333333333,0.6470588235294118
5254,Solntcevo,65000,19,walk,developer,70,12,6.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.35294117647058826
5255,Alekseevskaia,57000,3,walk,developer,50,3,5.0,10.0,2,54.0,35.0,10.0,0.6481481481481481,0.037037037037037035,0.5
5256,Iugo-Zapadnaia,95000,18,walk,agency,0,5,12.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
5257,Tretiakovskaia,200000,9,walk,developer,0,16,6.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
5258,Narodnoe Opolchenie,60000,20,walk,developer,50,17,9.0,27.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.3333333333333333
5259,Lesoparkovaia,45000,12,walk,developer,50,9,8.0,22.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.36363636363636365
5260,Iugo-Zapadnaia,70000,13,walk,developer,30,10,8.0,17.0,3,75.0,46.0,10.0,0.6133333333333333,0.04,0.47058823529411764
5261,Preobrazhenskaia ploshchad,65000,14,transport,developer,50,19,7.0,13.0,2,60.0,36.0,10.0,0.6,0.03333333333333333,0.5384615384615384
5262,Marina Roshcha,50000,16,walk,developer,50,7,9.0,16.0,1,42.0,20.0,9.0,0.47619047619047616,0.023809523809523808,0.5625
5263,Zhulebino,95000,14,walk,owner,0,13,20.0,24.0,3,120.0,60.0,17.0,0.5,0.025,0.8333333333333334
5264,Marino,55000,13,walk,owner,0,9,7.0,14.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5
5265,Filatov Lug,55000,5,walk,developer,60,2,4.0,9.0,2,43.0,31.0,8.0,0.7209302325581395,0.046511627906976744,0.4444444444444444
5266,Khovrino,21000,32,transport,developer,70,38,8.0,14.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5714285714285714
5267,Piatnitckoe shosse,43000,24,transport,developer,50,4,14.0,19.0,2,62.0,30.0,13.0,0.4838709677419355,0.03225806451612903,0.7368421052631579
5268,Ulitca Gorchakova,45000,10,walk,developer,50,33,8.0,9.0,1,42.0,21.0,9.0,0.5,0.023809523809523808,0.8888888888888888
5269,Buninskaia Alleia,41500,20,transport,agency,0,4,9.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
5270,Chertanovskaia,70000,11,walk,developer,40,10,9.0,17.0,2,62.0,35.0,14.0,0.5645161290322581,0.03225806451612903,0.5294117647058824
5271,Vykhino,57000,7,walk,developer,50,29,7.0,14.0,2,49.0,33.0,8.0,0.673469387755102,0.04081632653061224,0.5
5272,Domodedovskaia,44000,10,walk,developer,30,18,4.0,16.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.25
5273,Bagrationovskaia,70500,11,walk,agency,0,4,3.0,10.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3
5274,Mitino,60000,17,walk,agency,50,2,7.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7777777777777778
5275,Belomorskaia,50000,8,walk,developer,50,8,5.0,9.0,2,40.0,29.0,7.0,0.725,0.05,0.5555555555555556
5276,Sviblovo,47000,7,walk,developer,50,13,11.0,17.0,1,33.0,18.0,8.0,0.5454545454545454,0.030303030303030304,0.6470588235294118
5277,VDNKh,49000,11,walk,developer,50,1,1.0,5.0,1,32.0,18.0,6.0,0.5625,0.03125,0.2
5278,Iugo-Vostochnaia,50000,10,walk,owner,0,3,2.0,16.0,2,56.0,35.0,12.0,0.625,0.03571428571428571,0.125
5279,Maiakovskaia,70000,7,walk,developer,50,21,9.0,17.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.5294117647058824
5280,Seligerskaia,32510,12,walk,agency,0,23,2.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2222222222222222
5281,Prokshino,50000,11,transport,agency,50,5,4.0,4.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
5282,Mezhdunarodnaia,390000,2,walk,developer,0,186,34.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,2.6153846153846154
