,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
4944,Miakinino,45000,19,walk,agency,50,30,11.0,17.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.6470588235294118
4945,Arbatskaia,105000,9,walk,agency,20,30,24.0,25.0,3,57.0,37.0,5.0,0.6491228070175439,0.05263157894736842,0.96
4946,Vykhino,30000,17,walk,agency,70,9,3.0,12.0,1,37.0,20.0,10.0,0.5405405405405406,0.02702702702702703,0.25
4947,No data,59500,0,walk,agency,50,50,6.0,14.0,2,55.0,29.0,10.0,0.5272727272727272,0.03636363636363636,0.42857142857142855
4948,Okskaia,45000,6,walk,agency,60,3,2.0,5.0,2,38.0,27.0,6.0,0.7105263157894737,0.05263157894736842,0.4
4949,Novokuznetckaia,150000,6,walk,agency,0,31,6.0,9.0,2,57.0,34.0,15.0,0.5964912280701754,0.03508771929824561,0.6666666666666666
4950,Kievskaia,50000,7,walk,agency,40,20,4.0,12.0,1,37.0,20.0,8.0,0.5405405405405406,0.02702702702702703,0.3333333333333333
4951,Ozernaia,85000,8,walk,agency,40,17,7.0,17.0,3,90.0,58.0,15.0,0.6444444444444445,0.03333333333333333,0.4117647058823529
4952,Bibirevo,33000,12,walk,agency,100,26,2.0,12.0,1,39.0,19.0,9.0,0.48717948717948717,0.02564102564102564,0.16666666666666666
4953,Oktiabrskoe pole,48000,21,walk,agency,40,5,18.0,21.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.8571428571428571
4954,Proletarskaia,38000,13,walk,agency,50,28,6.0,7.0,1,30.0,15.0,6.0,0.5,0.03333333333333333,0.8571428571428571
4955,No data,59000,0,walk,agency,50,12,7.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7777777777777778
4956,Medvedkovo,31000,21,walk,agency,50,29,3.0,5.0,1,28.0,12.0,5.0,0.42857142857142855,0.03571428571428571,0.6
4957,Rasskazovka,60000,12,transport,agency,50,8,17.0,17.0,2,55.0,31.0,10.0,0.5636363636363636,0.03636363636363636,1.0
4958,Park Pobedy,100000,6,walk,agency,50,27,3.0,12.0,3,75.0,51.0,9.0,0.68,0.04,0.25
4959,Belorusskaia,50000,7,walk,agency,50,20,7.0,8.0,1,45.0,20.0,12.0,0.4444444444444444,0.022222222222222223,0.875
4960,No data,150000,0,walk,agency,50,24,4.0,17.0,2,67.0,24.0,12.0,0.3582089552238806,0.029850746268656716,0.23529411764705882
4961,Kakhovskaia,70000,11,walk,agency,50,14,4.0,17.0,3,80.0,51.0,11.0,0.6375,0.0375,0.23529411764705882
4962,Iugo-Zapadnaia,100000,7,walk,agency,0,5,13.0,33.0,2,100.0,47.0,14.0,0.47,0.02,0.3939393939393939
4963,No data,35000,0,transport,agency,100,9,5.0,5.0,2,44.0,29.0,7.0,0.6590909090909091,0.045454545454545456,1.0
4964,Beliaevo,50000,4,walk,agency,50,16,11.0,17.0,2,54.0,32.0,10.0,0.5925925925925926,0.037037037037037035,0.6470588235294118
4965,Altufevo,70000,9,walk,agency,50,14,7.0,16.0,3,80.0,46.0,11.0,0.575,0.0375,0.4375
4966,Bratislavskaia,47000,20,walk,agency,100,5,9.0,25.0,1,37.0,14.0,20.0,0.3783783783783784,0.02702702702702703,0.36
4967,Nekrasovka,33000,12,walk,agency,70,4,9.0,17.0,1,38.0,19.0,8.0,0.5,0.02631578947368421,0.5294117647058824
4968,Aviamotornaia,100000,15,walk,agency,0,5,14.0,24.0,1,55.0,20.0,15.0,0.36363636363636365,0.01818181818181818,0.5833333333333334
4969,Filatov Lug,60000,6,walk,agency,50,8,12.0,15.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8
4970,Shelepikha,95000,21,walk,agency,50,4,2.0,36.0,2,51.0,30.0,7.0,0.5882352941176471,0.0392156862745098,0.05555555555555555
4971,Salarevo,35000,26,transport,agency,100,4,10.0,17.0,1,38.0,19.0,9.0,0.5,0.02631578947368421,0.5882352941176471
4972,Marina Roshcha,65000,8,walk,agency,50,1,9.0,12.0,2,38.0,22.0,6.0,0.5789473684210527,0.05263157894736842,0.75
4973,Dubrovka,69000,3,walk,agency,50,3,6.0,8.0,2,55.0,35.0,8.0,0.6363636363636364,0.03636363636363636,0.75
4974,Chertanovskaia,50000,11,walk,agency,0,5,5.0,14.0,2,52.0,31.0,11.0,0.5961538461538461,0.038461538461538464,0.35714285714285715
4975,Tcvetnoi bulvar,180000,4,walk,agency,20,1,2.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
4976,Ulitca Skobelevskaia,35000,11,walk,agency,50,3,30.0,33.0,1,23.0,13.0,5.0,0.5652173913043478,0.043478260869565216,0.9090909090909091
4977,Perovo,64000,18,walk,agency,50,3,5.0,12.0,3,83.0,50.0,12.0,0.6024096385542169,0.03614457831325301,0.4166666666666667
4978,Polianka,500000,4,walk,agency,0,5,5.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8333333333333334
4979,Marina Roshcha,55000,3,walk,agency,60,3,5.0,16.0,1,42.0,20.0,10.0,0.47619047619047616,0.023809523809523808,0.3125
4980,Otradnoe,53000,13,transport,agency,100,2,5.0,18.0,1,38.0,14.0,15.0,0.3684210526315789,0.02631578947368421,0.2777777777777778
4981,Nekrasovka,30000,6,walk,agency,50,5,2.0,17.0,1,37.0,18.0,7.0,0.4864864864864865,0.02702702702702703,0.11764705882352941
4982,Prospekt Vernadskogo,30000,15,walk,agency,50,2,3.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6
4983,Preobrazhenskaia ploshchad,47000,13,walk,agency,50,1,2.0,5.0,2,44.0,27.0,6.0,0.6136363636363636,0.045454545454545456,0.4
4984,Lukhmanovskaia,34000,8,walk,agency,60,1,7.0,14.0,1,40.0,20.0,8.0,0.5,0.025,0.5
4985,Solntcevo,45000,9,walk,agency,50,3,7.0,22.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3181818181818182
4986,Belomorskaia,58000,6,walk,agency,50,2,9.0,17.0,1,38.0,12.0,15.0,0.3157894736842105,0.02631578947368421,0.5294117647058824
4987,Iugo-Vostochnaia,42000,13,walk,owner,0,25,7.0,9.0,1,33.0,26.0,7.0,0.7878787878787878,0.030303030303030304,0.7777777777777778
4988,Shchukinskaia,60000,11,walk,developer,50,33,3.0,18.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.16666666666666666
4989,Ulitca Skobelevskaia,65000,15,walk,developer,50,12,23.0,31.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.7419354838709677
4990,Tcaritcyno,70000,15,transport,developer,50,10,5.0,11.0,2,66.0,37.0,10.0,0.5606060606060606,0.030303030303030304,0.45454545454545453
4991,Voikovskaia,60000,16,walk,developer,70,34,4.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4444444444444444
4992,Dmitrovskaia,50000,15,walk,developer,0,4,1.0,5.0,2,41.0,27.0,6.0,0.6585365853658537,0.04878048780487805,0.2
4993,Kievskaia,90000,9,walk,developer,50,27,1.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.1111111111111111
4994,Ulitca 800-letiia Moskvy,95000,10,walk,owner,0,2,16.0,21.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7619047619047619
4995,No data,42500,0,walk,agency,0,6,5.0,14.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.35714285714285715
4996,No data,38000,0,walk,developer,50,14,8.0,9.0,1,34.0,19.0,6.0,0.5588235294117647,0.029411764705882353,0.8888888888888888
4997,Avtozavodskaia,48000,10,walk,developer,0,13,1.0,14.0,1,38.0,20.0,8.0,0.5263157894736842,0.02631578947368421,0.07142857142857142
4998,Ulitca 1905 goda,58000,2,walk,developer,40,2,8.0,9.0,2,38.0,28.0,8.0,0.7368421052631579,0.05263157894736842,0.8888888888888888
4999,No data,53000,0,walk,developer,50,9,13.0,17.0,2,53.0,33.0,8.0,0.6226415094339622,0.03773584905660377,0.7647058823529411
5000,Prokshino,54500,12,transport,agency,0,1,7.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7777777777777778
5001,No data,55000,0,transport,developer,50,63,10.0,21.0,1,45.0,22.0,10.0,0.4888888888888889,0.022222222222222223,0.47619047619047616
5002,Novokosino,50000,16,walk,developer,50,4,10.0,17.0,2,54.0,35.0,10.0,0.6481481481481481,0.037037037037037035,0.5882352941176471
5003,Narodnoe Opolchenie,55000,15,walk,developer,50,11,1.0,5.0,2,42.0,31.0,6.0,0.7380952380952381,0.047619047619047616,0.2
5004,No data,50000,0,walk,developer,50,27,9.0,17.0,2,57.0,36.0,10.0,0.631578947368421,0.03508771929824561,0.5294117647058824
5005,No data,37000,0,walk,developer,50,31,6.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6666666666666666
5006,Davydkovo,55000,8,walk,owner,0,4,8.0,12.0,1,45.0,20.0,10.0,0.4444444444444444,0.022222222222222223,0.6666666666666666
5007,Liublino,42000,17,transport,developer,50,28,5.0,14.0,2,55.0,34.0,9.0,0.6181818181818182,0.03636363636363636,0.35714285714285715
5008,Tverskaia,70000,4,walk,developer,0,5,6.0,9.0,1,46.0,30.0,4.0,0.6521739130434783,0.021739130434782608,0.6666666666666666
5009,TcSKA,61000,7,walk,developer,50,12,12.0,14.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8571428571428571
5010,Slavianskii bulvar,33000,14,walk,agency,0,1,5.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
5011,Kropotkinskaia,150000,8,walk,developer,40,9,1.0,3.0,3,100.0,70.0,6.0,0.7,0.03,0.3333333333333333
5012,Mezhdunarodnaia,1000000,7,walk,developer,0,51,58.0,75.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7733333333333333
5013,Piatnitckoe shosse,54500,14,transport,agency,0,2,9.0,24.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.375
5014,Sokolniki,55000,9,walk,developer,50,7,12.0,12.0,1,35.0,19.0,8.0,0.5428571428571428,0.02857142857142857,1.0
5015,Maiakovskaia,286500,4,walk,agency,0,18,3.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
5016,Govorovo,70000,12,walk,developer,50,21,2.0,14.0,2,82.0,40.0,13.0,0.4878048780487805,0.024390243902439025,0.14285714285714285
5017,Olkhovaia,40000,9,transport,developer,70,16,10.0,18.0,1,40.0,19.0,10.0,0.475,0.025,0.5555555555555556
5018,No data,65000,0,transport,developer,50,24,3.0,5.0,2,44.0,31.0,6.0,0.7045454545454546,0.045454545454545456,0.6
5019,Timiriazevskaia,38000,14,walk,developer,50,33,7.0,9.0,1,34.0,18.0,12.0,0.5294117647058824,0.029411764705882353,0.7777777777777778
5020,Kievskaia,59000,10,walk,agency,0,14,2.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4
5021,Piatnitckoe shosse,60000,11,transport,owner,0,12,16.0,25.0,2,57.0,28.0,13.0,0.49122807017543857,0.03508771929824561,0.64
5022,VDNKh,60000,14,walk,owner,0,1,5.0,8.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.625
5023,Frunzenskaia,90000,3,walk,developer,50,49,7.0,8.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.875
5024,Piatnitckoe shosse,37000,6,walk,owner,0,30,10.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5882352941176471
5025,No data,25000,0,walk,developer,70,19,4.0,5.0,1,32.0,18.0,7.0,0.5625,0.03125,0.8
5026,No data,70000,0,walk,developer,50,12,3.0,16.0,2,45.0,32.0,8.0,0.7111111111111111,0.044444444444444446,0.1875
5027,No data,37500,0,walk,developer,60,62,7.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7777777777777778
5028,Belomorskaia,50000,9,walk,developer,40,4,10.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5882352941176471
5029,VDNKh,47000,16,walk,agency,0,14,4.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8
5030,No data,36500,0,walk,agency,0,3,32.0,45.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7111111111111111
5031,Krylatskoe,65000,2,walk,developer,50,12,6.0,17.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.35294117647058826
5032,No data,39000,0,walk,developer,50,44,4.0,17.0,1,35.0,19.0,9.0,0.5428571428571428,0.02857142857142857,0.23529411764705882
5033,Kommunarka,54500,12,transport,agency,0,42,4.0,14.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2857142857142857
5034,Nagornaia,53000,4,walk,developer,60,6,23.0,25.0,1,40.0,20.0,10.0,0.5,0.025,0.92
5035,Marino,70000,11,walk,developer,50,16,7.0,14.0,2,54.0,35.0,9.0,0.6481481481481481,0.037037037037037035,0.5
5036,Skhodnenskaia,45000,14,walk,developer,50,30,8.0,12.0,1,35.0,19.0,7.0,0.5428571428571428,0.02857142857142857,0.6666666666666666
5037,Ulitca Starokachalovskaia,45000,5,walk,developer,50,15,12.0,17.0,1,38.0,19.0,8.0,0.5,0.02631578947368421,0.7058823529411765
5038,Kolomenskaia,70000,6,walk,developer,50,15,4.0,17.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.23529411764705882
5039,Paveletckaia,60000,23,walk,developer,50,1,3.0,9.0,2,43.0,31.0,7.0,0.7209302325581395,0.046511627906976744,0.3333333333333333
5040,Lukhmanovskaia,47000,9,walk,agency,0,3,10.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5882352941176471
5041,Lomonosovskii prospekt,360000,19,walk,developer,0,56,19.0,20.0,3,160.0,76.0,16.0,0.475,0.01875,0.95
5042,Strogino,50000,20,walk,developer,50,17,10.0,23.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.43478260869565216
5043,TcSKA,63000,11,walk,developer,50,2,8.0,14.0,1,34.0,18.0,8.0,0.5294117647058824,0.029411764705882353,0.5714285714285714
5044,Narodnoe Opolchenie,95000,15,walk,developer,50,18,20.0,23.0,2,80.0,56.0,10.0,0.7,0.025,0.8695652173913043
5045,Otradnoe,60000,12,transport,developer,50,35,5.0,16.0,2,54.0,34.0,9.0,0.6296296296296297,0.037037037037037035,0.3125
5046,Tushinskaia,65000,4,walk,agency,0,19,4.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8
5047,Buninskaia Alleia,39000,23,transport,developer,50,16,7.0,17.0,1,35.0,19.0,8.0,0.5428571428571428,0.02857142857142857,0.4117647058823529
5048,No data,57979,0,transport,agency,0,58,13.0,22.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5909090909090909
5049,No data,68000,0,transport,developer,50,22,4.0,5.0,2,45.0,32.0,7.0,0.7111111111111111,0.044444444444444446,0.8
5050,Vodnyi stadion,70000,7,walk,developer,50,10,4.0,26.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.15384615384615385
5051,Piatnitckoe shosse,40000,46,transport,developer,25,63,12.0,12.0,2,52.0,35.0,9.0,0.6730769230769231,0.038461538461538464,1.0
5052,Medvedkovo,37000,9,walk,developer,50,3,2.0,12.0,1,36.0,19.0,8.0,0.5277777777777778,0.027777777777777776,0.16666666666666666
5053,Ulitca Skobelevskaia,42000,11,walk,owner,0,2,7.0,17.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4117647058823529
5054,Belorusskaia,110000,4,walk,developer,0,19,1.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.1111111111111111
5055,Dmitrovskaia,108500,11,walk,agency,0,9,38.0,38.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
5056,Seligerskaia,40000,6,walk,developer,50,4,10.0,13.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.7692307692307693
5057,Shabolovskaia,55000,6,walk,developer,0,8,2.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.4
5058,Rasskazovka,65000,6,walk,developer,50,2,4.0,23.0,2,57.0,37.0,10.0,0.6491228070175439,0.03508771929824561,0.17391304347826086
5059,Ulitca Skobelevskaia,50000,13,walk,developer,0,6,18.0,33.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5454545454545454
5060,Nekrasovka,53000,6,walk,developer,50,7,8.0,25.0,2,60.0,33.0,16.0,0.55,0.03333333333333333,0.32
5061,Bibirevo,65000,10,walk,developer,50,35,12.0,20.0,2,60.0,36.0,10.0,0.6,0.03333333333333333,0.6
5062,Davydkovo,26000,15,walk,owner,0,2,5.0,9.0,1,38.0,23.0,8.0,0.6052631578947368,0.02631578947368421,0.5555555555555556
5063,Maiakovskaia,110000,14,walk,developer,30,3,2.0,8.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.25
5064,Salarevo,65000,15,walk,developer,50,2,10.0,25.0,2,60.0,36.0,9.0,0.6,0.03333333333333333,0.4
5065,Botanicheskii sad,50000,13,walk,developer,50,6,2.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4
5066,Babushkinskaia,40000,5,walk,developer,50,2,11.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.9166666666666666
5067,Kuzminki,65000,11,walk,developer,50,18,10.0,16.0,2,57.0,36.0,13.0,0.631578947368421,0.03508771929824561,0.625
5068,Paveletckaia,60000,14,transport,developer,50,15,2.0,5.0,2,50.0,33.0,7.0,0.66,0.04,0.4
5069,Nekrasovka,45000,13,walk,developer,50,12,8.0,17.0,2,53.0,33.0,9.0,0.6226415094339622,0.03773584905660377,0.47058823529411764
5070,Govorovo,65000,11,walk,developer,50,10,11.0,15.0,2,50.0,33.0,10.0,0.66,0.04,0.7333333333333333
5071,Krasnoselskaia,70000,9,transport,developer,50,18,3.0,4.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.75
5072,Bratislavskaia,57000,8,walk,developer,50,5,2.0,17.0,2,60.0,37.0,10.0,0.6166666666666667,0.03333333333333333,0.11764705882352941
5073,Petrovskii park,85000,7,walk,developer,50,4,3.0,7.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.42857142857142855
5074,Liublino,37000,17,walk,owner,0,10,12.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7058823529411765
5075,No data,55000,0,transport,developer,50,4,12.0,12.0,2,56.0,30.0,10.0,0.5357142857142857,0.03571428571428571,1.0
5076,No data,41000,0,transport,owner,0,29,6.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5
5077,Skhodnenskaia,37000,10,transport,developer,50,13,8.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6666666666666666
5078,Seligerskaia,35000,11,walk,developer,80,41,1.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2
5079,Krylatskoe,65000,18,transport,owner,0,4,2.0,24.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.08333333333333333
5080,Oktiabrskoe pole,50000,7,walk,developer,50,25,2.0,9.0,1,35.0,19.0,7.0,0.5428571428571428,0.02857142857142857,0.2222222222222222
5081,Olkhovaia,38000,9,transport,developer,53,18,17.0,17.0,1,45.0,19.0,10.0,0.4222222222222222,0.022222222222222223,1.0
5082,Novoiasenevskaia,65000,17,walk,developer,50,40,6.0,9.0,3,68.0,51.0,8.0,0.75,0.04411764705882353,0.6666666666666666
5083,Mezhdunarodnaia,499000,7,walk,developer,0,177,44.0,75.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5866666666666667
5084,Vodnyi stadion,53000,7,walk,developer,50,14,24.0,28.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8571428571428571
5085,Krasnye vorota,48000,9,walk,developer,0,47,5.0,6.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8333333333333334
5086,Sokolniki,105000,5,walk,developer,25,22,6.0,8.0,2,75.0,40.0,20.0,0.5333333333333333,0.02666666666666667,0.75
5087,No data,50000,0,walk,developer,0,18,12.0,12.0,2,39.0,26.0,7.0,0.6666666666666666,0.05128205128205128,1.0
5088,Kakhovskaia,65000,5,walk,developer,50,12,9.0,21.0,1,42.0,20.0,10.0,0.47619047619047616,0.023809523809523808,0.42857142857142855
5089,Otradnoe,38000,18,walk,owner,0,37,11.0,12.0,1,39.0,18.0,8.0,0.46153846153846156,0.02564102564102564,0.9166666666666666
5090,Oktiabrskoe pole,50000,15,transport,developer,50,5,7.0,9.0,1,33.0,19.0,7.0,0.5757575757575758,0.030303030303030304,0.7777777777777778
5091,Davydkovo,70000,19,walk,developer,50,38,10.0,16.0,2,47.0,32.0,8.0,0.6808510638297872,0.0425531914893617,0.625
5092,Kievskaia,89000,7,walk,agency,0,18,4.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4
5093,Dubrovka,90000,4,walk,developer,50,40,8.0,10.0,3,80.0,56.0,10.0,0.7,0.0375,0.8
5094,Strogino,36000,13,walk,developer,60,1,1.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.08333333333333333
5095,Pervomaiskaia,65000,5,walk,owner,0,37,4.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8
5096,Bulvar Rokossovskogo,50000,14,transport,developer,50,2,18.0,25.0,2,64.0,37.0,11.0,0.578125,0.03125,0.72
5097,Ulitca Skobelevskaia,45000,10,walk,developer,60,5,6.0,10.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.6
5098,Sviblovo,58000,11,walk,developer,50,34,3.0,12.0,2,50.0,33.0,9.0,0.66,0.04,0.25
5099,Narodnoe Opolchenie,55000,13,walk,developer,50,20,2.0,9.0,2,45.0,32.0,7.0,0.7111111111111111,0.044444444444444446,0.2222222222222222
5100,Altufevo,38000,9,walk,developer,50,22,1.0,16.0,1,38.0,20.0,8.0,0.5263157894736842,0.02631578947368421,0.0625
5101,Rasskazovka,52000,13,transport,developer,50,3,5.0,17.0,2,56.0,36.0,9.0,0.6428571428571429,0.03571428571428571,0.29411764705882354
5102,No data,69000,0,transport,developer,50,26,11.0,18.0,2,60.0,37.0,10.0,0.6166666666666667,0.03333333333333333,0.6111111111111112
5103,Kakhovskaia,60000,13,walk,developer,50,5,13.0,17.0,2,64.0,35.0,10.0,0.546875,0.03125,0.7647058823529411
5104,Ulitca Starokachalovskaia,35000,12,walk,developer,50,4,5.0,12.0,1,41.0,20.0,10.0,0.4878048780487805,0.024390243902439025,0.4166666666666667
5105,Ulitca Akademika Iangelia,62000,11,walk,agency,0,24,11.0,16.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6875
5106,Universitet,280000,5,walk,owner,0,58,10.0,15.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
5107,Planernaia,65000,10,walk,developer,75,5,9.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5625
5108,Sokol,418000,13,walk,agency,0,23,11.0,57.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.19298245614035087
5109,Chistye prudy,95000,7,walk,developer,0,59,8.0,8.0,1,35.0,20.0,5.0,0.5714285714285714,0.02857142857142857,1.0
5110,Kievskaia,85000,16,walk,developer,25,45,3.0,6.0,2,56.0,30.0,9.0,0.5357142857142857,0.03571428571428571,0.5
5111,No data,105000,0,walk,developer,50,23,7.0,25.0,2,46.0,32.0,8.0,0.6956521739130435,0.043478260869565216,0.28
5112,No data,99000,0,walk,agency,0,6,10.0,20.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5
5113,Skhodnenskaia,57000,19,walk,developer,100,15,17.0,18.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.9444444444444444
5114,Fonvizinskaia,65000,11,walk,developer,50,15,1.0,12.0,2,46.0,32.0,8.0,0.6956521739130435,0.043478260869565216,0.08333333333333333
5115,Marino,44000,15,walk,developer,0,25,17.0,17.0,2,54.0,30.0,10.0,0.5555555555555556,0.037037037037037035,1.0
5116,Maiakovskaia,70000,11,walk,developer,60,11,3.0,5.0,3,56.0,39.0,6.0,0.6964285714285714,0.05357142857142857,0.6
5117,Medvedkovo,65000,10,transport,developer,50,23,7.0,9.0,3,62.0,48.0,7.0,0.7741935483870968,0.04838709677419355,0.7777777777777778
5118,Profsoiuznaia,45000,8,walk,developer,50,13,7.0,17.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.4117647058823529
5119,No data,40000,0,walk,developer,50,67,3.0,39.0,1,20.0,13.0,6.0,0.65,0.05,0.07692307692307693
5120,Skhodnenskaia,32000,13,walk,developer,60,1,6.0,9.0,1,35.0,20.0,7.0,0.5714285714285714,0.02857142857142857,0.6666666666666666
5121,Lukhmanovskaia,38000,12,walk,developer,50,34,10.0,12.0,1,38.0,20.0,9.0,0.5263157894736842,0.02631578947368421,0.8333333333333334
5122,No data,66500,0,walk,agency,0,14,3.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.3333333333333333
5123,Prospekt Mira,60000,6,walk,developer,50,4,2.0,9.0,1,39.0,20.0,8.0,0.5128205128205128,0.02564102564102564,0.2222222222222222
5124,Smolenskaia,110000,9,walk,developer,20,29,6.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
5125,Pervomaiskaia,55000,7,walk,developer,50,27,2.0,5.0,2,45.0,31.0,7.0,0.6888888888888889,0.044444444444444446,0.4
5126,Dinamo,200000,9,walk,developer,0,51,10.0,20.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
